,order_id,exec_type_1,execution_time_1,exec_type_2,execution_time_2,exec_type_3,execution_time_3,exec_type_4,execution_time_4,exec_type_5,execution_time_5
56,7000885,New,10/6/2021 17:08,Fill,10/6/2021 17:08,Partial Fill,10/6/2021 17:08,,,,
57,50000162,New,13-05-2021 6:59:17 PM,,,,,Replace,13-05-2021 7:00:20 PM,,
58,5008710,New,16-05-2022 4:00:00 PM,Fill,16-05-2022 4:01:00 PM,,,,,,
59,5008798,New,16-05-2022 4:35:00 PM,Fill,16-05-2022 4:36:00 PM,,,,,,
60,5026290,New,12/5/2022 17:40,Fill,12/5/2022 17:40,,,,,,
61,5026288,New,12/5/2022 17:40,Fill,12/5/2022 17:40,,,,,,
62,5007343,New,11/5/2022 13:43,Fill,11/5/2022 13:44,,,,,,
63,5008802,New,16-05-2022 4:36:00 PM,Fill,16-05-2022 4:36:00 PM,,,,,,
64,5026294,New,12/5/2022 17:40,Fill,12/5/2022 17:40,,,,,,
65,5008711,New,16-05-2022 4:01:00 PM,,,,,,,,
66,5026292,New,12/5/2022 17:40,Fill,12/5/2022 17:40,,,,,,
67,5007338,New,11/5/2022 13:41,Fill,11/5/2022 13:42,,,,,,
68,5026286,New,12/5/2022 17:40,Fill,12/5/2022 17:40,,,,,,
69,5007337,New,11/5/2022 13:41,Fill,11/5/2022 13:42,,,,,,
70,5026296,New,12/5/2022 17:40,Fill,12/5/2022 17:40,,,,,,
71,5008809,New,16-05-2022 4:36:00 PM,Fill,16-05-2022 4:37:00 PM,,,,,,
72,5007344,New,11/5/2022 13:43,Fill,11/5/2022 13:44,,,,,,
73,5010835,New,17-05-2022 3:45:00 PM,Fill,17-05-2022 3:45:00 PM,,,,,,
74,5010818,New,17-05-2022 3:44:00 PM,Fill,17-05-2022 3:44:00 PM,,,,,,
75,5010832,New,17-05-2022 3:45:00 PM,Fill,17-05-2022 3:45:00 PM,,,,,,
76,5010829,New,17-05-2022 3:45:00 PM,Fill,17-05-2022 3:45:00 PM,,,,,,
77,5010826,New,17-05-2022 3:44:00 PM,Fill,17-05-2022 3:45:00 PM,,,,,,
78,5010838,New,17-05-2022 3:45:00 PM,Fill,17-05-2022 3:45:00 PM,,,,,,
79,5010841,New,17-05-2022 3:45:00 PM,Fill,17-05-2022 3:46:00 PM,,,,,,
80,5010823,New,17-05-2022 3:44:00 PM,Fill,17-05-2022 3:44:00 PM,,,,,,
81,5010816,New,17-05-2022 3:44:00 PM,Fill,17-05-2022 3:44:00 PM,,,,,,
82,5010820,New,17-05-2022 3:44:00 PM,Fill,17-05-2022 3:44:00 PM,,,,,,
83,1000848,New,19-05-2022 1:02:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,,
84,1000848,New,19-05-2022 1:02:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,,
85,5008249,New,8/6/2022 14:06,,,,,Replace,8/6/2022 14:14,Canceled,8/6/2022 14:14
86,5008258,New,8/6/2022 14:13,Fill,8/6/2022 14:13,,,,,,
87,5008248,New,8/6/2022 14:05,,,,,Replace,8/6/2022 14:14,Canceled,8/6/2022 14:14
88,5008245,New,8/6/2022 14:04,Fill,8/6/2022 14:14,,,Replace,8/6/2022 14:14,,
89,5008250,New,8/6/2022 14:06,,,,,Replace,8/6/2022 14:14,Canceled,8/6/2022 14:14
90,5013346,New,14-06-2022 5:41:00 PM,Fill,14-06-2022 5:41:00 PM,,,,,,
91,5013042,New,21-06-2022 6:01:00 PM,,,,,Replace,21-06-2022 6:01:00 PM,Canceled,21-06-2022 6:01:00 PM
92,13003369,New,10/8/2021 15:03,Fill,10/8/2021 15:03,,,,,,
93,13007574,New,22-09-2021 1:40:42 PM,Fill,22-09-2021 1:40:42 PM,,,,,,
94,13007293,New,24-06-2021 2:08:52 PM,Fill,24-06-2021 2:08:52 PM,,,,,,
95,53250225,New,16-08-2021 9:25:38 PM,Fill,16-08-2021 9:25:38 PM,,,,,,
96,13011135,New,29-07-2020 6:49:33 PM,Fill,29-07-2020 6:49:33 PM,,,,,,
97,13014074,New,8/7/2021 19:09,Fill,8/7/2021 19:09,,,,,,
98,13007289,New,24-06-2021 2:08:49 PM,Fill,24-06-2021 2:08:49 PM,,,,,,
99,53250229,New,16-08-2021 9:26:38 PM,,,Partial Fill,16-08-2021 9:26:38 PM,Replace,16-08-2021 10:00:07 PM,,
100,53250229,New,16-08-2021 9:26:38 PM,,,Partial Fill,16-08-2021 9:26:38 PM,Replace,16-08-2021 9:36:42 PM,,
101,13007590,New,22-09-2021 1:43:07 PM,Fill,22-09-2021 1:43:07 PM,Partial Fill,22-09-2021 1:43:07 PM,,,,
102,13003992,New,22-07-2020 4:11:27 PM,Fill,22-07-2020 4:11:27 PM,,,,,,
103,5008131,New,10/6/2021 17:36,,,,,Replace,10/6/2021 17:37,Canceled,10/6/2021 17:37
104,13004003,New,22-07-2020 4:12:54 PM,Fill,22-07-2020 4:12:54 PM,,,,,,
105,13007131,New,24-06-2021 1:40:04 PM,Fill,24-06-2021 1:40:04 PM,,,,,,
106,13004672,New,12/5/2021 15:43,Fill,12/5/2021 15:43,,,,,,
107,5008981,New,15-06-2021 6:17:02 PM,,,,,,,,
108,13006016,New,10/6/2021 17:49,Fill,10/6/2021 17:49,,,,,,
109,13128425,New,15-06-2021 8:16:41 PM,Fill,15-06-2021 8:16:41 PM,Partial Fill,15-06-2021 8:16:41 PM,,,,
110,13002315,New,20-07-2020 12:56:23 PM,Fill,20-07-2020 12:56:23 PM,,,,,,
111,15000819,New,15-07-2020 12:59:51 PM,Fill,15-07-2020 12:59:51 PM,,,,,,
112,13010833,New,5/8/2021 13:05,Fill,5/8/2021 13:05,Partial Fill,5/8/2021 13:05,,,,
113,13002574,New,20-07-2020 2:49:52 PM,,,Partial Fill,20-07-2020 2:49:52 PM,,,,
114,13008598,New,22-09-2021 2:35:05 PM,Fill,22-09-2021 2:35:05 PM,,,,,,
115,13034813,New,15-06-2021 1:40:23 PM,Fill,15-06-2021 1:43:40 PM,,,,,,
116,13011021,New,5/8/2021 14:10,Fill,5/8/2021 14:10,,,,,,
117,13006007,New,10/6/2021 17:48,,,Partial Fill,10/6/2021 17:49,,,,
118,13007284,New,24-06-2021 2:08:47 PM,Fill,24-06-2021 2:08:47 PM,Partial Fill,24-06-2021 2:08:47 PM,,,,
119,15000254,New,26-10-2021 1:14:23 PM,,,,,Replace,26-10-2021 1:43:42 PM,Canceled,26-10-2021 10:00:00 PM
120,5012164,New,19-05-2021 4:07:34 PM,,,,,,,,
121,13004652,New,12/5/2021 15:32,Fill,12/5/2021 15:32,Partial Fill,12/5/2021 15:32,,,,
122,5008980,New,15-06-2021 6:16:46 PM,,,Partial Fill,15-06-2021 6:17:02 PM,,,,
123,13001411,New,16-07-2020 2:41:28 PM,Fill,16-07-2020 2:41:28 PM,,,,,,
124,5012162,New,19-05-2021 4:07:32 PM,Fill,19-05-2021 4:07:32 PM,,,,,,
125,15000228,New,10/6/2021 17:50,,,,,Replace,10/6/2021 17:50,Canceled,10/6/2021 17:50
126,13128424,New,15-06-2021 8:16:31 PM,,,,,Replace,15-06-2021 9:49:38 PM,Canceled,15-06-2021 10:00:00 PM
127,5005942,New,15-06-2021 1:40:38 PM,,,,,Replace,15-06-2021 7:14:22 PM,Canceled,15-06-2021 7:14:36 PM
128,15000263,New,5/8/2021 13:12,Fill,5/8/2021 13:12,,,,,,
129,13002784,New,26-08-2021 3:32:54 PM,Fill,26-08-2021 3:32:54 PM,,,,,,
130,13002838,New,26-08-2021 4:00:01 PM,Fill,26-08-2021 4:00:01 PM,,,,,,
131,5012158,New,19-05-2021 3:58:22 PM,Fill,19-05-2021 4:07:34 PM,,,,,,
132,13014069,New,8/7/2021 19:09,Fill,8/7/2021 19:09,,,,,,
133,5008130,New,10/6/2021 17:35,Fill,10/6/2021 17:37,,,,,,
134,15000247,New,4/11/2021 15:41,,,,,Replace,4/11/2021 16:24,Canceled,4/11/2021 22:00
135,5005629,New,4/11/2021 15:41,,,,,Replace,4/11/2021 16:24,Canceled,4/11/2021 22:00
136,13002803,New,13-09-2021 4:47:23 PM,Fill,13-09-2021 4:47:23 PM,,,,,,
137,15025994,New,15-06-2021 2:57:39 PM,,,,,Replace,15-06-2021 5:40:37 PM,Canceled,15-06-2021 7:14:36 PM
138,15025994,New,15-06-2021 2:57:39 PM,,,,,Replace,15-06-2021 5:40:46 PM,Canceled,15-06-2021 7:14:36 PM
139,15025994,New,15-06-2021 2:57:39 PM,,,,,Replace,15-06-2021 5:40:36 PM,Canceled,15-06-2021 7:14:36 PM
140,15025994,New,15-06-2021 2:57:39 PM,,,,,Replace,15-06-2021 5:40:44 PM,Canceled,15-06-2021 7:14:36 PM
141,15025994,New,15-06-2021 2:57:39 PM,,,,,Replace,15-06-2021 7:14:28 PM,Canceled,15-06-2021 7:14:36 PM
142,15000253,New,26-10-2021 1:14:12 PM,,,,,Replace,26-10-2021 1:43:42 PM,Canceled,26-10-2021 10:00:00 PM
143,13003423,New,10/8/2021 15:37,Fill,10/8/2021 15:37,,,,,,
144,53250220,New,16-08-2021 9:23:34 PM,Fill,16-08-2021 9:23:34 PM,,,,,,
145,5006545,New,12/5/2021 16:10,Fill,12/5/2021 16:10,,,,,,
146,13014072,New,8/7/2021 19:09,Fill,8/7/2021 19:09,,,,,,
147,13010237,New,19-05-2021 4:07:41 PM,Fill,19-05-2021 4:07:41 PM,,,,,,
148,13002836,New,26-08-2021 3:45:59 PM,,,,,Replace,26-08-2021 4:28:32 PM,Canceled,26-08-2021 10:00:00 PM
149,5006076,New,15-06-2021 2:20:53 PM,,,Partial Fill,15-06-2021 4:35:04 PM,,,,
150,13035480,New,15-06-2021 1:43:40 PM,,,,,,,,
151,13007133,New,24-06-2021 1:40:30 PM,Fill,24-06-2021 1:40:30 PM,,,,,,
152,13014067,New,8/7/2021 19:09,Fill,8/7/2021 19:09,,,,,,
153,13002321,New,20-07-2020 12:58:41 PM,Fill,20-07-2020 12:58:41 PM,,,,,,
154,5012154,New,19-05-2021 3:57:46 PM,,,,,,,,
155,13003768,New,21-07-2021 2:31:23 PM,Fill,21-07-2021 2:31:23 PM,,,,,,
156,15026011,New,15-06-2021 3:33:20 PM,,,Partial Fill,15-06-2021 3:33:20 PM,Replace,15-06-2021 7:14:28 PM,Canceled,15-06-2021 7:14:36 PM
157,15000230,New,10/6/2021 17:51,,,,,Replace,10/6/2021 17:51,Canceled,10/6/2021 17:51
158,15000252,New,26-10-2021 1:14:07 PM,,,,,Replace,26-10-2021 1:43:42 PM,Canceled,26-10-2021 10:00:00 PM
159,13002456,New,26-08-2021 2:30:49 PM,,,Partial Fill,26-08-2021 2:34:15 PM,,,,
160,13010240,New,19-05-2021 4:07:43 PM,Fill,19-05-2021 4:07:43 PM,Partial Fill,19-05-2021 4:07:43 PM,,,,
161,13007280,New,24-06-2021 2:08:45 PM,Fill,24-06-2021 2:08:45 PM,,,,,,
162,13002461,New,26-08-2021 2:31:01 PM,Fill,26-08-2021 2:31:01 PM,,,,,,
163,13002792,New,26-08-2021 3:33:09 PM,Fill,26-08-2021 3:33:09 PM,,,,,,
164,15026014,New,15-06-2021 3:33:44 PM,,,,,Replace,15-06-2021 7:14:28 PM,Canceled,15-06-2021 7:14:36 PM
165,15000229,New,10/6/2021 17:50,Fill,10/6/2021 17:51,,,,,,
166,13003161,New,21-07-2021 1:37:17 PM,Fill,21-07-2021 1:37:17 PM,Partial Fill,21-07-2021 1:37:17 PM,,,,
167,13014919,New,8/7/2021 19:37,Fill,8/7/2021 19:37,,,,,,
168,13035499,New,15-06-2021 1:43:44 PM,Fill,15-06-2021 1:43:44 PM,Partial Fill,15-06-2021 1:43:44 PM,,,,
169,1001596,New,25-10-2021 9:19:22 PM,,,,,,,Canceled,25-10-2021 9:19:40 PM
170,56250311,New,2/8/2021 15:44,Fill,2/8/2021 15:47,,,,,,
171,1000731,New,6/8/2021 16:24,Fill,6/8/2021 16:24,,,,,,
172,1001595,New,25-10-2021 9:19:16 PM,,,,,,,Canceled,25-10-2021 9:19:39 PM
173,56250309,New,2/8/2021 15:41,,,,,,,Canceled,2/8/2021 15:43
174,56250305,New,2/8/2021 15:08,Fill,2/8/2021 15:08,,,,,,
175,56250312,New,2/8/2021 15:44,Fill,2/8/2021 15:47,,,,,,
176,1001408,New,11/5/2021 20:34,Fill,11/5/2021 20:35,,,,,,
177,15000227,New,22-07-2020 4:07:09 PM,Fill,22-07-2020 4:07:09 PM,,,,,,
178,13007346,New,28-04-2021 2:43:47 PM,,,,,Replace,28-04-2021 3:50:55 PM,Canceled,28-04-2021 10:00:00 PM
179,13007346,New,28-04-2021 2:43:47 PM,,,,,Replace,28-04-2021 8:15:54 PM,Canceled,28-04-2021 10:00:00 PM
180,5007482,New,28-04-2021 1:37:03 PM,,,,,Replace,28-04-2021 3:50:55 PM,Canceled,28-04-2021 10:00:00 PM
181,5007482,New,28-04-2021 1:37:03 PM,,,,,Replace,28-04-2021 8:18:17 PM,Canceled,28-04-2021 10:00:00 PM
182,5007479,New,28-04-2021 1:36:42 PM,,,,,Replace,28-04-2021 3:50:55 PM,Canceled,28-04-2021 10:00:00 PM
183,5007479,New,28-04-2021 1:36:42 PM,,,,,Replace,28-04-2021 8:18:17 PM,Canceled,28-04-2021 10:00:00 PM
184,13007352,New,28-04-2021 2:44:51 PM,Fill,28-04-2021 2:44:51 PM,,,,,,
185,13007093,New,28-04-2021 1:36:22 PM,,,,,,,Canceled,28-04-2021 3:30:00 PM
186,13007343,New,28-04-2021 2:43:39 PM,Fill,28-04-2021 3:17:18 PM,,,,,,
187,13007354,New,28-04-2021 2:44:54 PM,Fill,28-04-2021 2:44:54 PM,Partial Fill,28-04-2021 2:44:54 PM,,,,
188,13007342,New,28-04-2021 2:43:34 PM,,,,,Replace,28-04-2021 3:50:55 PM,Canceled,28-04-2021 10:00:00 PM
189,13007342,New,28-04-2021 2:43:34 PM,,,,,Replace,28-04-2021 8:15:54 PM,Canceled,28-04-2021 10:00:00 PM
190,13007345,New,28-04-2021 2:43:42 PM,,,,,Replace,28-04-2021 3:50:55 PM,Canceled,28-04-2021 10:00:00 PM
191,13007345,New,28-04-2021 2:43:42 PM,,,,,Replace,28-04-2021 8:15:54 PM,Canceled,28-04-2021 10:00:00 PM
192,1552383,New,12/5/2022 17:46,Fill,12/5/2022 17:46,,,Replace,17-08-2021 10:00:00 PM,,
193,1552383,New,12/5/2022 17:46,Fill,12/5/2022 17:46,,,Replace,17-08-2021 6:08:30 PM,,
194,1552383,New,17-08-2021 1:57:34 PM,Fill,12/5/2022 17:46,,,Replace,17-08-2021 10:00:00 PM,,
195,1552383,New,17-08-2021 1:57:34 PM,Fill,12/5/2022 17:46,,,Replace,17-08-2021 6:08:30 PM,,
196,2166728,New,11/5/2022 13:57,,,,,Replace,11/5/2022 22:00,,
197,2166728,New,11/5/2022 13:57,,,,,Replace,11/5/2022 14:18,,
198,2166726,New,11/5/2022 13:57,,,,,Replace,11/5/2022 22:00,,
199,2166726,New,11/5/2022 13:57,,,,,Replace,11/5/2022 14:18,,
200,2166725,New,11/5/2022 13:56,,,,,Replace,11/5/2022 22:00,,
201,2166725,New,11/5/2022 13:56,,,,,Replace,11/5/2022 14:18,,
202,2166727,New,11/5/2022 13:57,,,,,Replace,11/5/2022 22:00,,
203,2166727,New,11/5/2022 13:57,,,,,Replace,11/5/2022 14:18,,
204,2166874,New,19-05-2022 12:58:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,Canceled,21-06-2022 5:56:00 PM
205,2166874,New,19-05-2022 12:58:00 PM,,,,,Replace,21-06-2022 5:56:00 PM,Canceled,21-06-2022 5:56:00 PM
206,2166874,New,19-05-2022 12:58:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,Canceled,21-06-2022 5:56:00 PM
207,2166874,New,21-06-2022 5:56:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,Canceled,21-06-2022 5:56:00 PM
208,2166874,New,21-06-2022 5:56:00 PM,,,,,Replace,21-06-2022 5:56:00 PM,Canceled,21-06-2022 5:56:00 PM
209,2166874,New,21-06-2022 5:56:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,Canceled,21-06-2022 5:56:00 PM
210,2166915,New,19-05-2022 1:03:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,,
211,2166915,New,19-05-2022 1:03:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,,
212,2167347,New,19-05-2022 2:07:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,,
213,2167347,New,19-05-2022 2:07:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,,
214,2167346,New,19-05-2022 2:07:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,,
215,2167346,New,19-05-2022 2:07:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,,
216,2167345,New,19-05-2022 2:07:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,,
217,2167345,New,19-05-2022 2:07:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,,
218,2166913,New,19-05-2022 1:02:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,,
219,2166913,New,19-05-2022 1:02:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,,
220,2166914,New,19-05-2022 1:02:00 PM,,,,,Replace,19-05-2022 10:00:00 PM,,
221,2166914,New,19-05-2022 1:02:00 PM,,,,,Replace,19-05-2022 3:12:00 PM,,
222,2166881,New,21-06-2022 6:10:00 PM,,,,,Replace,21-06-2022 10:00:00 PM,,
223,2166881,New,21-06-2022 6:10:00 PM,,,,,Replace,21-06-2022 6:10:00 PM,,
224,2166882,New,21-06-2022 6:10:00 PM,,,,,Replace,21-06-2022 10:00:00 PM,,
225,2166882,New,21-06-2022 6:10:00 PM,,,,,Replace,21-06-2022 6:10:00 PM,,
226,58500104,New,17-06-2022 2:53:00 PM,Fill,17-06-2022 2:53:00 PM,Partial Fill,17-06-2022 2:53:00 PM,,,,
227,1552380,New,20-10-2021 1:54:36 PM,,,,,Replace,20-10-2021 10:00:00 PM,,
228,1552380,New,20-10-2021 1:54:36 PM,,,,,Replace,20-10-2021 1:57:45 PM,,
229,1552380,New,20-10-2021 1:54:36 PM,,,,,Replace,20-10-2021 5:57:38 PM,,
230,58500232,New,16-08-2021 9:29:42 PM,Fill,16-08-2021 9:29:42 PM,,,,,,
231,1552758,New,16-06-2021 2:51:43 PM,,,,,Replace,16-06-2021 10:00:00 PM,,
232,1552758,New,16-06-2021 2:51:43 PM,,,,,Replace,16-06-2021 4:14:38 PM,,
233,1552758,New,16-06-2021 2:51:43 PM,,,,,Replace,16-06-2021 6:00:07 PM,,
234,1552760,New,16-06-2021 2:53:05 PM,,,,,Replace,16-06-2021 10:00:00 PM,,
235,1552760,New,16-06-2021 2:53:05 PM,,,,,Replace,16-06-2021 4:14:38 PM,,
236,1552760,New,16-06-2021 2:53:05 PM,,,,,Replace,16-06-2021 6:00:07 PM,,
237,2209327,New,12/5/2021 14:14,,,,,Replace,12/5/2021 22:00,,
238,2209327,New,12/5/2021 14:14,,,,,Replace,12/5/2021 20:52,,
239,2210424,New,29-10-2021 1:51:33 PM,,,,,Replace,29-10-2021 10:00:02 PM,,
240,2210424,New,29-10-2021 1:51:33 PM,,,,,Replace,29-10-2021 9:06:08 PM,,
241,2209233,New,14-05-2021 4:47:07 PM,,,Partial Fill,14-05-2021 4:47:16 PM,,,,
242,2209235,New,14-05-2021 4:47:16 PM,,,,,Replace,14-05-2021 10:00:03 PM,,
243,2209235,New,14-05-2021 4:47:16 PM,,,,,Replace,14-05-2021 8:32:22 PM,,
244,1552378,New,20-10-2021 1:54:29 PM,,,,,Replace,20-10-2021 10:00:00 PM,Canceled,29-10-2021 1:42:39 PM
245,1552378,New,20-10-2021 1:54:29 PM,,,,,Replace,20-10-2021 1:57:45 PM,Canceled,29-10-2021 1:42:39 PM
246,1552378,New,20-10-2021 1:54:29 PM,,,,,Replace,20-10-2021 5:57:38 PM,Canceled,29-10-2021 1:42:39 PM
247,1552378,New,29-10-2021 1:42:29 PM,,,,,Replace,20-10-2021 10:00:00 PM,Canceled,29-10-2021 1:42:39 PM
248,1552378,New,29-10-2021 1:42:29 PM,,,,,Replace,20-10-2021 1:57:45 PM,Canceled,29-10-2021 1:42:39 PM
249,1552378,New,29-10-2021 1:42:29 PM,,,,,Replace,20-10-2021 5:57:38 PM,Canceled,29-10-2021 1:42:39 PM
250,65002587,New,7/8/2020 20:37,,,Partial Fill,7/8/2020 20:37,Replace,7/8/2020 22:00,,
251,65002587,New,7/8/2020 20:37,,,Partial Fill,7/8/2020 20:37,Replace,7/8/2020 21:22,,
252,1500583,New,22-07-2020 4:06:37 PM,,,,,Replace,22-07-2020 10:00:02 PM,,
253,1500583,New,22-07-2020 4:06:37 PM,,,,,Replace,22-07-2020 4:13:47 PM,,
254,1500583,New,22-07-2020 4:06:37 PM,,,,,Replace,22-07-2020 5:42:00 PM,,
255,1553135,New,27-04-2021 2:46:28 PM,Fill,27-04-2021 2:46:28 PM,,,,,,
256,2209347,New,12/5/2021 17:45,Fill,12/5/2021 17:45,,,,,,
257,1552382,New,29-10-2021 1:53:34 PM,Fill,17-08-2021 1:57:43 PM,,,,,,
258,1552382,New,29-10-2021 1:53:34 PM,Fill,29-10-2021 1:53:34 PM,,,,,,
259,1552382,New,17-08-2021 1:57:34 PM,Fill,17-08-2021 1:57:43 PM,,,,,,
